Date,Open,High,Low,Close,Volume
19-08-2019,28331.25,28468.90039,28146.5,28185.77148,0
20-08-2019,28029.80078,28038.59961,27864.59961,27982.12305,0
21-08-2019,28021,28098.90039,27666.19922,27718.72852,0
22-08-2019,27690.05078,27690.05078,26975.55078,27033.88477,0
23-08-2019,26835.34961,27207.30078,26560.59961,26958.33789,0
26-08-2019,27663.94922,27995.25,26859.34961,27951.02539,0
27-08-2019,28106.30078,28277.69922,27960.80078,28125.82422,0
28-08-2019,28080.25,28095.55078,27634.65039,27803.97852,0
29-08-2019,27694.94922,27719.05078,27239.94922,27304.88281,0
30-08-2019,27407.90039,27586.5,27121.94922,27427.53125,0
03-09-2019,27239.19922,27247.05078,26742.59961,26823.83789,0
04-09-2019,26785.94922,27278.69922,26641.34961,27123.53516,0
05-09-2019,27086.94922,27243.94922,26815.40039,26919.38672,0
06-09-2019,26986.5,27311.05078,26950.55078,27247.58398,0
09-09-2019,27240.34961,27565.55078,26993.90039,27504.33008,0
11-09-2019,27639.05078,27829.65039,27551.65039,27775.87695,0
12-09-2019,27870.80078,28062.30078,27764.69922,27818.17578,0
13-09-2019,27772,28126.84961,27573.44922,28098.42383,0
16-09-2019,27868,28066.69922,27798.84961,27854.67578,0
17-09-2019,27765.09961,27851.40039,27047.94922,27131.43555,0
18-09-2019,27304.69922,27414.44922,27088.80078,27172.33398,0
19-09-2019,27175.44922,27175.44922,26643,26757.33984,0
20-09-2019,26878.65039,29418.94922,26727.55078,28981.21484,0
23-09-2019,30039.40039,30801.30078,29776.30078,30565.84375,0
24-09-2019,30432,30668.09961,29889.55078,30182.74805,0
25-09-2019,30029.05078,30067.59961,29470.09961,29585.70703,0
26-09-2019,29640.55078,30718.34961,29627,30002.25,0
27-09-2019,29974.94922,30112.65039,29711.34961,29876.30273,0
30-09-2019,29674.80078,29754.40039,28943.44922,29102.8125,0
01-10-2019,29226.15039,29526.40039,28077.34961,28725.16602,1187300
03-10-2019,28606.69922,28769.09961,28240.80078,28413.76953,0
04-10-2019,28681.90039,28730.30078,27653.69922,27731.52734,0
07-10-2019,27909.90039,28185.15039,27568.34961,27767.22852,0
09-10-2019,27901.65039,28857.69922,27702.05078,28785.51563,0
10-10-2019,28542.94922,28552.75,27914.15039,28013.12305,0
11-10-2019,28245.55078,28604.05078,27736.80078,28042.17383,0
14-10-2019,28238.5,28553.40039,28043.25,28181.62109,0
15-10-2019,28257.84961,28694.84961,28186.25,28554.76758,0
16-10-2019,28689.44922,28759.34961,28305.40039,28538.46875,0
17-10-2019,28596.34961,29049.05078,28487.94922,28989.11133,0
