Date,Open,High,Low,Close,Volume
21-08-2019,59.657501,59.950001,59.371498,59.5625,14814000
22-08-2019,59.703499,59.9006,58.929001,59.476501,18950000
23-08-2019,59.099499,59.703999,57.387501,57.564499,33740000
26-08-2019,57.862999,58.473499,57.647999,58.4445,24522000
27-08-2019,59.026501,59.119999,58.072498,58.391998,21544000
28-08-2019,58.085499,58.820999,57.865002,58.550999,16040000
29-08-2019,59.056,59.803001,59.056,59.642502,21768000
30-08-2019,59.924999,59.924999,59.190151,59.404999,22596000
03-09-2019,58.851501,59.344501,58.16,58.419498,29598000
04-09-2019,58.835499,59.174,58.549999,59.070499,21378000
05-09-2019,59.5765,60.652,59.5765,60.569,28162000
06-09-2019,60.406502,60.60075,60.126099,60.246498,21442000
09-09-2019,60.200001,61,59.631001,60.220501,29438000
10-09-2019,59.7575,60.5,59.729,60.299999,25202000
11-09-2019,60.170502,61.130001,60.110001,61.008499,26140000
12-09-2019,61.215,62.092999,61.151001,61.712502,34518000
13-09-2019,61.567501,62.043999,61.350498,61.978001,26028000
16-09-2019,61.476002,61.978001,61.280499,61.564999,21066000
17-09-2019,61.52,61.75,61.184502,61.4575,19102000
18-09-2019,61.3755,61.780499,60.8265,61.620499,22702000
19-09-2019,61.603001,62.222,61.601002,61.935501,19920000
20-09-2019,61.655998,62.166,61.153999,61.496498,45400000
23-09-2019,61.299999,61.954498,61.2085,61.7015,21248000
24-09-2019,62,62.337002,60.534,60.938,31664000
25-09-2019,60.791,62.415001,60.504501,62.326,29060000
26-09-2019,62.098,62.25,61.6134,62.0695,30760000
27-09-2019,62.150501,62.201,60.7225,61.254501,27078000
30-09-2019,61.0485,61.299999,60.615002,60.950001,28082000
01-10-2019,60.950001,61.561501,60.179001,60.255001,25470000
02-10-2019,59.848999,59.848999,58.564499,58.831501,32302000
03-10-2019,59,59.452999,58.121498,59.391499,32424000
04-10-2019,59.594501,60.571999,59.4585,60.450001,23248000
07-10-2019,60.220001,60.910198,60.1875,60.383999,16858000
08-10-2019,59.879501,60.304001,59.4505,59.456501,20786000
09-10-2019,59.967499,60.4175,59.8815,60.115501,17354000
10-10-2019,59.929001,60.75,59.867001,60.433498,16932000
11-10-2019,61.1105,61.419498,60.687,60.772499,25454000
14-10-2019,60.617001,61.316502,60.588001,60.856998,17350000
15-10-2019,61.02,62.366501,61.02,62.150501,27634000
16-10-2019,62.058498,62.737,61.922501,62.181999,21892000
17-10-2019,62.546501,63.166248,62.497002,62.6535,19048000
18-10-2019,62.673,62.9445,62.054001,62.274502,27056000
21-10-2019,62.612999,62.731449,62.029999,62.307499,20544000
22-10-2019,62.392502,62.529999,62.069,62.139999,20476000
23-10-2019,62.118,62.994499,62.118,62.956501,18230000
24-10-2019,63.044998,63.200001,62.685749,63.0495,20562000
25-10-2019,62.551498,63.48,62.5005,63.2565,24262000
28-10-2019,63.772499,64.9655,63.626999,64.5,52264000
29-10-2019,63.811501,64.079498,62.8606,63.131001,37728000
30-10-2019,62.648499,63.467999,62.599998,63.064499,28178000
31-10-2019,63.063999,63.383499,62.542149,63.005501,29114000
01-11-2019,63.25,63.730999,63.025002,63.687,33402000
04-11-2019,63.822498,64.706497,63.817749,64.568497,30020000
05-11-2019,64.644501,64.946503,64.561447,64.601501,25654000
06-11-2019,64.473,64.686501,64.125,64.589996,23060000
07-11-2019,64.713997,66.186996,64.71225,65.443001,40600000
08-11-2019,65.264,65.900002,65.218246,65.568497,25028000
11-11-2019,65.158997,65.321251,64.870499,64.959503,20238000
12-11-2019,65,65.5,64.788498,64.940002,21718000
13-11-2019,64.703499,65.214996,64.675499,64.900002,16534000
14-11-2019,64.875,65.849998,64.782501,65.572998,23870000
15-11-2019,65.946999,66.744003,65.713997,66.7435,35652000
18-11-2019,66.611,66.776451,65.875,66.035004,29748000
19-11-2019,66.385002,66.385002,65.639999,65.773003,25384000
20-11-2019,65.586998,65.75,64.557503,65.152496,26172000
21-11-2019,65.073997,65.629501,64.650002,65.067497,19910000
22-11-2019,65.280998,65.436501,64.570503,64.766998,27714000
25-11-2019,64.959,65.565498,64.906502,65.334503,20724000
26-11-2019,65.492996,65.739998,65.254501,65.677498,21394000
27-11-2019,65.75,65.917999,65.481499,65.649498,19912000
29-11-2019,65.356003,65.510246,65.198502,65.248001,11740000
02-12-2019,65.050003,65.291496,64.050003,64.496002,30218000
03-12-2019,63.9785,64.92305,63.950001,64.764,22876000
04-12-2019,65.350502,66.290001,65.2435,66.027,30750000
05-12-2019,66.400002,66.467903,65.821999,66.406502,24254000
06-12-2019,66.671997,67.199997,66.671997,67.030998,26296000
09-12-2019,66.902,67.972504,66.891998,67.178001,27086000
10-12-2019,67.074997,67.498749,66.802002,67.233002,21882000
11-12-2019,67.542,67.559998,67.133499,67.250999,17008000
12-12-2019,67.296997,67.78875,67.025002,67.513496,25620000
13-12-2019,67.397499,67.654648,67.193497,67.391502,30992000
16-12-2019,67.824997,68.234001,67.633499,68.058502,27946000
17-12-2019,68.144501,68.25,67.566147,67.755997,37080000
18-12-2019,67.830002,68.023499,67.550003,67.630997,30452000
