Date,Open,High,Low,Close,Volume
18-08-2019,10233.00586,10487.07031,10119.09473,10345.81055,12999813869
19-08-2019,10350.2832,10916.05371,10313.2041,10916.05371,16038264603
20-08-2019,10916.34668,10947.04199,10618.96094,10763.23242,15053082175
21-08-2019,10764.57227,10798.72949,9962.72168,10138.04981,19473084768
22-08-2019,10142.52148,10232.99609,9831.462891,10131.05566,17097508856
23-08-2019,10136.30957,10442.44336,10078.19238,10407.96484,15627023886
24-08-2019,10407.64453,10418.02051,9982.296875,10159.96094,15451030650
25-08-2019,10160.73731,10304.62207,10008.78906,10138.51758,14153856610
26-08-2019,10126.29981,10512.32813,10126.29981,10370.82031,18438654080
27-08-2019,10372.82617,10381.32813,10087.30078,10185.5,14762609503
28-08-2019,10203.42676,10279.36621,9716.65625,9754.422852,17603790323
29-08-2019,9756.786133,9756.786133,9421.629883,9510.200195,17045878501
30-08-2019,9514.844727,9656.124023,9428.302734,9598.173828,13595263986
31-08-2019,9597.539063,9673.220703,9531.799805,9630.664063,11454806419
01-09-2019,9630.592773,9796.755859,9582.944336,9757.970703,11445355859
02-09-2019,9757.473633,10396.5918,9730.650391,10346.76074,17248102294
03-09-2019,10345.72559,10736.10449,10308.54785,10623.54004,19384917989
04-09-2019,10621.18066,10762.64453,10434.70996,10594.49316,16742664769
05-09-2019,10588.18359,10627.26953,10516.41797,10575.5332,14551239508
06-09-2019,10578.19824,10898.76172,10292.29981,10353.30273,19536574783
07-09-2019,10353.93164,10558.67383,10348.91895,10517.25488,15307366476
08-09-2019,10518.11426,10595.6377,10409.09082,10441.27637,13670567493
09-09-2019,10443.22852,10450.31152,10144.92969,10334.97461,17595943368
10-09-2019,10336.4082,10394.35352,10020.57324,10115.97559,14906809639
11-09-2019,10123.03516,10215.94824,9980.776367,10178.37207,15428063426
12-09-2019,10176.81934,10442.25391,10099.24219,10410.12695,15323563925
13-09-2019,10415.36231,10441.48926,10226.59668,10360.54688,14109864675
14-09-2019,10345.40332,10422.13379,10291.69434,10358.04883,13468713124
15-09-2019,10356.46582,10387.03516,10313.09277,10347.71289,12043433567
16-09-2019,10347.22266,10386.86719,10189.74414,10276.79395,15160167779
17-09-2019,10281.51367,10296.77148,10199.73926,10241.27246,15304603363
18-09-2019,10247.7959,10275.92871,10191.46973,10198.24805,16169268880
19-09-2019,10200.49609,10295.66895,9851.692383,10266.41504,19937691247
20-09-2019,10266.31836,10285.87207,10132.18652,10181.6416,14734189639
21-09-2019,10183.64844,10188.09766,10000.70801,10019.7168,13425266806
22-09-2019,10024.11523,10074.44434,9922.533203,10070.39258,13199651698
23-09-2019,10067.96289,10074.23828,9727.143555,9729.324219,15144925408
24-09-2019,9729.321289,9804.317383,8370.801758,8620.566406,25002886689
25-09-2019,8603.428711,8744.828125,8325.396484,8486.993164,21744728353
26-09-2019,8487.669922,8515.685547,7895.629395,8118.967773,19258205289
27-09-2019,8113.101074,8271.520508,7965.922852,8251.845703,16408941156
28-09-2019,8251.273438,8285.617188,8125.431641,8245.915039,14141152736
29-09-2019,8246.037109,8261.707031,7990.49707,8104.185547,13034629109
30-09-2019,8104.226563,8314.231445,7830.758789,8293.868164,17115474183
01-10-2019,8299.720703,8497.692383,8232.679688,8343.276367,15305343413
02-10-2019,8344.212891,8393.041992,8227.695313,8393.041992,13125712443
03-10-2019,8390.774414,8414.227539,8146.437012,8259.992188,13668823409
04-10-2019,8259.494141,8260.055664,8151.236816,8205.939453,13139456229
05-10-2019,8210.149414,8215.526367,8071.120605,8151.500488,12200497197
06-10-2019,8149.876953,8161.410156,7958.850586,7988.155762,13160830305
07-10-2019,7989.120605,8308.450195,7905.766113,8245.623047,18009742607
08-10-2019,8246.849609,8332.714844,8185.763184,8228.783203,15592264032
09-10-2019,8229.84082,8627.706055,8169.298828,8595.740234,19384942333
10-10-2019,8585.280273,8625.272461,8471.933594,8586.473633,17618660671
11-10-2019,8585.262695,8721.780273,8316.181641,8321.756836,19604381101
12-10-2019,8315.665039,8415.242188,8313.34082,8336.555664,14532641605
13-10-2019,8336.902344,8470.988281,8276.612305,8321.005859,13808286059
14-10-2019,8320.832031,8390.208984,8284.130859,8374.686523,15151387859
15-10-2019,8373.458008,8410.714844,8182.706543,8205.369141,15220412632
16-10-2019,8204.674805,8216.8125,7985.089844,8047.526855,16071646996
17-10-2019,8047.8125,8134.831543,8000.942871,8103.911133,14313052244
18-10-2019,8100.933594,8138.413574,7902.164063,7973.20752,15651592610
19-10-2019,7973.803711,8082.629395,7944.776855,7988.560547,13797825640
20-10-2019,7997.807129,8281.818359,7949.439453,8222.078125,15504249442
21-10-2019,8225.115234,8296.694336,8196.416016,8243.720703,15868748866
22-10-2019,8243.402344,8296.651367,8074.462891,8078.203125,16803377857
23-10-2019,8076.228516,8092.999512,7469.322754,7514.671875,21942878958
24-10-2019,7509.728027,7532.867676,7446.98877,7493.48877,16268708849
25-10-2019,7490.703125,8691.540039,7479.984375,8660.700195,28705065488
26-10-2019,8667.577148,10021.74414,8662.62207,9244.972656,44496255609
27-10-2019,9241.707031,9749.529297,9112.541992,9551.714844,32593129501
28-10-2019,9565.101563,9805.118164,9256.148438,9256.148438,30948255332
29-10-2019,9248.44043,9516.180664,9232.648438,9427.6875,28426779937
30-10-2019,9422.462891,9426.874023,9085.370117,9205.726563,27706531577
31-10-2019,9202.458008,9383.161133,9028.717773,9199.584961,26583653947
01-11-2019,9193.992188,9275.657227,9132.047852,9261.104492,24324691031
02-11-2019,9259.783203,9377.486328,9249.587891,9324.717773,21242676385
03-11-2019,9324.787109,9379.806641,9141.251953,9235.354492,21132220847
04-11-2019,9235.607422,9505.051758,9191.485352,9412.612305,26170255634
05-11-2019,9413.004883,9457.417969,9256.931641,9342.527344,26198609048
06-11-2019,9340.864258,9423.237305,9305.90918,9360.879883,23133895765
07-11-2019,9352.393555,9368.476563,9202.353516,9267.561523,22700383839
08-11-2019,9265.368164,9272.759766,8775.53418,8804.880859,24333037836
