Date,Open,High,Low,Close,Volume
18-08-2019,1956.049438,1999.09314,1933.716309,1987.222046,16326907891
19-08-2019,1988.134155,2074.750488,1979.080688,2067.483887,18605165895
20-08-2019,2067.904297,2067.904297,2005.566284,2013.722046,15004220904
21-08-2019,2013.62915,2013.62915,1900.645874,1928.657593,14180226315
22-08-2019,1928.657593,1974.317505,1888.249512,1948.567017,13909297170
23-08-2019,1948.567017,1956.17041,1925.968872,1951.536865,14037404490
24-08-2019,1951.028442,1951.028442,1884.317993,1902.905273,11810880462
25-08-2019,1902.258789,1905.47168,1850.331055,1868.724976,11820577367
26-08-2019,1869.447021,1947.334595,1856.436523,1880.319214,19999311399
27-08-2019,1881.441406,1883.056641,1800.112183,1837.932251,14074116165
28-08-2019,1838.542603,1861.427246,1701.578247,1702.553223,14803435813
29-08-2019,1701.459961,1701.459961,1564.535156,1569.270264,14397117935
30-08-2019,1569.270264,1618.892822,1551.543091,1593.978516,14079203398
31-08-2019,1593.486328,1609.890137,1520.190552,1525.614502,12022830035
01-09-2019,1525.098999,1562.748413,1518.828613,1547.347778,12466510067
02-09-2019,1547.347778,1647.068726,1525.879639,1638.596069,17087427436
03-09-2019,1638.137207,1650.272949,1617.471436,1624.874268,13074777706
04-09-2019,1625.799805,1636.265503,1560.385742,1568.949585,10718891070
05-09-2019,1570.365234,1691.540771,1549.177734,1637.278687,18634608584
06-09-2019,1637.278687,1679.42688,1564.02063,1587.937744,17212499242
07-09-2019,1587.337402,1624.994507,1582.259033,1616.288086,14570962895
08-09-2019,1617.734253,1636.121582,1604.008057,1617.215698,12545910474
09-09-2019,1617.741333,1624.057617,1571.418945,1599.723633,11164469445
10-09-2019,1599.620483,1608.689087,1554.448608,1574.743652,10044071959
11-09-2019,1574.933594,1584.033447,1484.881226,1495.783325,10524138344
12-09-2019,1495.276001,1493.221313,1422.55957,1491.670044,14424104634
13-09-2019,1492.554688,1513.20752,1466.508423,1483.657593,12169576463
14-09-2019,1484.403198,1505.868286,1483.360352,1496.72937,11580057312
15-09-2019,1496.844849,1501.131836,1463.178955,1463.178955,10786612299
16-09-2019,1463.217529,1500.913696,1448.632568,1463.779663,10295028090
17-09-2019,1464.149292,1526.846558,1455.738037,1506.513062,15004557752
18-09-2019,1506.581055,1631.091919,1506.51355,1584.250977,26298597786
19-09-2019,1583.301392,1600.864014,1469.477051,1543.133301,17814324558
20-09-2019,1544.391113,1544.933472,1499.873535,1521.776978,14169191997
21-09-2019,1522.417114,1533.824951,1494.628418,1501.177734,12469198698
22-09-2019,1501.943237,1502.047119,1442.284058,1461.43335,10946936260
23-09-2019,1461.511353,1461.511353,1377.61084,1379.581299,10403042384
24-09-2019,1379.020264,1390.846558,1134.089111,1140.293457,16286335089
25-09-2019,1139.689209,1178.729004,1079.855225,1154.14563,12756297247
26-09-2019,1154.167236,1175.319458,1052.973877,1097.206543,11184747138
27-09-2019,1097.037964,1118.138062,1052.687866,1115.724243,9860351100
28-09-2019,1115.817017,1127.39917,1099.678101,1117.669556,8736093253
29-09-2019,1117.865845,1122.427612,1069.870117,1079.129272,7735620020
30-09-2019,1079.661865,1121.950684,1050.80896,1120.629883,8783314479
01-10-2019,1122.048218,1151.996582,1114.962891,1130.877319,8900530152
02-10-2019,1131.335815,1135.725708,1116.376099,1134.871338,7549439313
03-10-2019,1134.634033,1139.631958,1096.590088,1117.036743,8361440017
04-10-2019,1116.893188,1126.481323,1099.986084,1115.855957,8606014293
05-10-2019,1115.48877,1119.283936,1095.658447,1113.618652,8758608714
06-10-2019,1113.509399,1115.490967,1080.952148,1087.103394,8262471252
07-10-2019,1086.409424,1151.130249,1075.904297,1146.998779,10478296692
08-10-2019,1147.342041,1160.189819,1130.945679,1147.225464,9639406603
09-10-2019,1147.411499,1278.13269,1139.308716,1266.392334,21024256627
10-10-2019,1266.212769,1276.316284,1217.243042,1247.375732,16821818307
11-10-2019,1247.22876,1250.11499,1187.212158,1187.212158,13837018049
12-10-2019,1187.541626,1244.23584,1185.873657,1227.595337,16234984028
13-10-2019,1226.086304,1333.224609,1220.642578,1298.478394,19510525718
14-10-2019,1298.478394,1320.743164,1276.221924,1315.182373,17574839716
15-10-2019,1312.788208,1370.102295,1301.785645,1325.942627,23271779629
16-10-2019,1323.962036,1330.114014,1251.594238,1273.142578,16390101606
17-10-2019,1273.188599,1335.118164,1263.617676,1320.903198,17816237307
18-10-2019,1321.30957,1333.085449,1266.688599,1297.699585,14804209714
19-10-2019,1297.632202,1316.169434,1277.647339,1300.141846,15051896854
20-10-2019,1300.5896,1320.032349,1271.250366,1309.829956,16016595543
21-10-2019,1311.60437,1316.212036,1280.451782,1298.220459,13342118349
22-10-2019,1297.675415,1332.795654,1287.864014,1289.049194,16643324773
23-10-2019,1289.26355,1295.863403,1162.467896,1181.897827,14222239650
24-10-2019,1181.961548,1218.770386,1169.46521,1199.463745,14219905833
25-10-2019,1212.295654,1339.559937,1169.926636,1318.761597,24398632591
26-10-2019,1319.6875,1401.370972,1287.96936,1338.146606,20694065002
27-10-2019,1338.120483,1387.387329,1315.765015,1370.445557,20752496010
28-10-2019,1369.935913,1479.780151,1368.054443,1397.804321,23902458566
29-10-2019,1401.717896,1479.101807,1393.696533,1451.716064,22516771062
30-10-2019,1452.842896,1459.179443,1365.363281,1423.006836,17731403249
31-10-2019,1423.882446,1447.738281,1387.686157,1419.616577,17761030647
01-11-2019,1419.182251,1424.023193,1402.224854,1415.620361,14026266748
02-11-2019,1415.478149,1438.558228,1404.236206,1429.271118,19315305643
03-11-2019,1429.464966,1440.952393,1402.602173,1424.9729,18164496304
04-11-2019,1426.411621,1482.267212,1423.427124,1468.021118,20989120586
05-11-2019,1468.267212,1481.052612,1445.042725,1466.736938,18661677966
06-11-2019,1466.189453,1483.753052,1437.49231,1478.28064,17148201874
07-11-2019,1478.071777,1489.063477,1435.606201,1466.902832,15772692293
08-11-2019,1470.177612,1470.177612,1389.080688,1405.468262,13175912049
